id,product_name,region,sales_amount,date,quantity,category,customer_id,profit
793,Tablet,West,896.55,,1,Electronics,C1344,146.09
10897,Printer,,3104.06,2/28/2025,5,Accessories,C1309,891.29
24757,Mobile,West,143.85,2/25/2024,1,Furniture,C1006,47.53
45894,Camera,north ,3075.65,8/31/2024,4,Accessories,C1071,806.64
13787,Laptop,east,4687.32,5/14/2024,3,Furniture,C1083,1631.61
47465,Headphones,,1387.73,11/16/2024,4,Furniture,C1183,449.1
47812,Mouse,north ,1615.42,5/18/2026,2,Accessories,C1221,334.62
47384,Keyboard,east,3213.04,10/5/2025,4,Electronics,C1279,896.05
41181,Monitor,north ,4052.35,10/17/2024,1,Clothing,C1065,1129.65
9026,Smartwatch,,1698.35,4/22/2024,1,Office Supplies,C1349,300.47
44894,Mobile,east,4507.45,2/28/2026,1,Electronics,C1449,1098.43
13723,Tablet,West ,4852.26,6/18/2024,5,Electronics,C1259,693.48
14865,Tablet, SOUTH,3984.79,11/15/2023,5,Electronics,C1236,1235.36
24500,Camera, SOUTH,192.97,3/31/2025,3,Office Supplies,C1375,63.05
44083,Headphones,,3364.23,10/5/2025,5,Furniture,C1437,1140.72
45064,Monitor,South,1053.08,5/29/2025,4,Accessories,C1178,328.73
18802,Camera, SOUTH,800.97,4/4/2025,2,Furniture,C1491,150.06
7410,Smartwatch,east,3898.24,6/21/2025,3,Clothing,C1296,580.93
11487,Headphones,North,3442.41,11/7/2024,2,Accessories,C1404,733.53
8124,Headphones,South,4097.59,11/29/2024,3,Accessories,C1458,428.87
97,Smartwatch,West ,-3568.35,12/30/2025,1,Electronics,C1252,-697.93
36438,Mobile,North,518.54,11/6/2025,5,Electronics,C1166,179.97
49554,Camera,east,1286.2,4/28/2025,1,Clothing,C1283,230.6
28851,Mobile,,307.52,8/3/2024,4,Electronics,C1480,59.92
20953,Keyboard,Central,5051.95,6/11/2025,2,Accessories,C1001,897.22
31040,Camera,,3560.93,11/16/2024,2,Electronics,C1100,1015.71
30012,Camera,East,329.69,12/29/2024,4,Furniture,C1093,94.08
6949,Tablet,north ,4598.87,3/22/2024,3,Electronics,C1470,877.86
32745,Keyboard, SOUTH,5412.53,8/11/2025,3,Furniture,C1077,931.92
32769,Keyboard,east,3808.78,6/8/2025,4,Office Supplies,C1324,635.97
47987,Monitor,North,1833.25,3/7/2025,4,Furniture,C1280,528.23
4425,Keyboard,Central,1760.93,,1,Clothing,C1318,584.21
14246,Monitor,east,4286.23,1/4/2025,1,Furniture,C1185,569.31
37912,Camera,Central,3051.45,2/16/2026,3,Electronics,C1157,376.04
32181,Mobile,West,2379.45,7/25/2024,2,Accessories,C1070,643.84
46037,Mobile,north ,3771.28,1/19/2025,3,Furniture,C1271,721.22
15064,Mouse,West ,3439.98,3/12/2026,5,Furniture,C1152,353.96
9216,Laptop,north ,1561.09,,1,Furniture,C1077,531.5
30463,Mobile,Central,226.12,8/1/2025,2,Electronics,C1276,67.98
10776,Laptop,West ,2978.61,,1,Clothing,C1395,516.76
17201,Printer,,3281.07,2/29/2024,1,Accessories,C1025,889.44
14552,Tablet,,2448,5/29/2024,2,Clothing,C1141,571.67
35616,Smartwatch, SOUTH,4289.58,12/2/2025,4,Furniture,C1445,1311.85
11939,Printer,Central,258.7,8/7/2024,2,Furniture,C1289,44.69
36919,Tablet,West,1510.27,11/23/2023,4,Clothing,C1242,425.63
1842,Laptop,,4300.48,1/17/2026,1,Clothing,C1344,1004.62
7516,Monitor,north ,3083.11,3/20/2024,2,Accessories,C1256,697.44
18307,Mouse,North,2064.56,4/9/2025,3,Office Supplies,C1194,308.3
38897,Mobile,Central,4480.92,2/19/2025,2,Furniture,C1269,812.71
44898,Mouse,,-2431.46,8/18/2024,2,Accessories,C1021,-255.35
42408,Camera,,5057.93,11/11/2024,5,Furniture,C1002,1327.3
9403,Printer,Central,3531.44,,2,Electronics,C1168,428.65
12202,Laptop, SOUTH,4368.78,8/14/2024,1,Clothing,C1263,518.27
42289,Mobile,,3921.28,9/15/2024,2,Electronics,C1013,438.97
30241,Monitor,West,4348.21,2/9/2026,4,Office Supplies,C1189,1457.57
10215,Smartwatch,East,1400.68,10/4/2024,2,Clothing,C1124,228.4
7940,Smartwatch,West ,4471.42,2/10/2026,4,Office Supplies,C1084,1563.83
35267,Smartwatch,,2388.32,8/30/2024,1,Accessories,C1206,526.56
35229,Monitor,West ,1302.09,3/26/2025,2,Accessories,C1436,135.99
2761,Keyboard,north ,335.51,9/10/2024,1,Office Supplies,C1125,64.58
27566,Camera,West,728.47,5/21/2025,1,Accessories,C1493,85.6
26216,Printer, SOUTH,657.62,11/10/2025,3,Clothing,C1099,87.73
47418,Mobile,,4343.11,10/20/2025,1,Clothing,C1109,1340.06
24540,Headphones,Central,351.05,3/7/2025,2,Office Supplies,C1098,102.64
11912,Keyboard,West ,4437.84,3/4/2026,2,Clothing,C1106,581.51
48662,Keyboard, SOUTH,2876.2,1/11/2026,5,Clothing,C1332,688.27
4141,Monitor,Central,1023.09,9/24/2025,5,Office Supplies,C1402,116.94
7234,Camera,East,4075.04,5/10/2024,5,Furniture,C1449,725.7
46088,Smartwatch,North,452.53,3/25/2026,3,Office Supplies,C1104,67.64
30839,Tablet,South,2859.88,11/3/2025,4,Office Supplies,C1436,776.76
26936,Mouse,north ,3291.39,4/14/2024,5,Clothing,C1323,1007.45
11965,Mobile,east,1431.02,2/4/2026,3,Electronics,C1163,182.86
14556,Headphones,east,3502.57,3/19/2025,4,Clothing,C1251,1200.11
32703,Keyboard,,1166.72,3/14/2025,3,Clothing,C1401,361.82
11225,Mouse,,850.91,9/30/2024,1,Furniture,C1260,252.31
37836,Printer,Central,5518.59,6/12/2025,5,Accessories,C1441,709.96
21679,Smartwatch,West ,351.53,5/11/2025,1,Electronics,C1337,82.41
49289,Tablet,South,1744.34,9/20/2025,1,Furniture,C1239,526.92
5230,Mouse,,2949.45,1/30/2025,3,Accessories,C1364,930.94
31606,Monitor,Central,557.49,11/16/2024,5,Electronics,C1221,62.4
28504,Camera, SOUTH,166.16,1/18/2025,1,Electronics,C1223,44.71
39307,Tablet,,702.01,3/16/2025,4,Clothing,C1011,217.59
19090,Monitor,North,838.45,3/30/2025,5,Clothing,C1282,152.54
10904,Tablet,east,,12/24/2024,5,Accessories,C1046,447.97
7902,Mouse,north ,4493.38,,1,Electronics,C1059,1562.42
37632,Monitor,,4357.57,3/19/2026,1,Furniture,C1161,1147.44
37889,Headphones,North,2111.56,1/9/2025,1,Clothing,C1487,347.3
18114,Keyboard,West ,3533,5/14/2024,2,Furniture,C1152,791.67
45962,Camera,north ,5134.55,3/8/2024,5,Electronics,C1283,1486.16
4056,Headphones,East,3505.39,4/26/2024,4,Clothing,C1195,425.01
18774,Smartwatch,North,3603.35,2/26/2025,3,Electronics,C1187,643.02
42693,Mouse,,866.88,6/7/2025,2,Electronics,C1006,207.64
16652,Smartwatch,West,382.03,12/21/2024,2,Furniture,C1201,46.59
35197,Mobile,north ,172.54,2/14/2024,3,Clothing,C1058,36.39
1340,Laptop,Central,1706.75,8/20/2025,2,Office Supplies,C1376,189.32
29415,Smartwatch,East,5502.95,11/13/2025,3,Clothing,C1169,559.33
4488,Mouse,Central,4801.18,3/17/2025,3,Office Supplies,C1199,723.96
21227,Tablet,East,2429.96,7/11/2024,1,Clothing,C1443,281.28
21039,Smartwatch,,462.8,11/11/2024,1,Electronics,C1286,153.73
45776,Mobile,,390.55,6/8/2024,2,Clothing,C1195,45.88
22050,Mobile,,2351.67,1/15/2025,4,Accessories,C1151,271.78
11574,Tablet,,2732.26,5/17/2024,1,Furniture,C1307,830.08
17680,Laptop, SOUTH,3924.89,8/25/2025,1,Clothing,C1487,437.43
33985,Tablet,,810.1,2/27/2026,2,Furniture,C1092,149.93
38570,Keyboard,north ,1516.63,9/11/2024,3,Clothing,C1052,443.84
37183,Keyboard,South,1570.32,3/29/2026,4,Electronics,C1120,346.98
5625,Printer,north ,4282.57,2/11/2024,1,Office Supplies,C1057,1476.19
16986,Headphones,,2698.56,9/17/2025,1,Office Supplies,C1151,698.11
47199,Smartwatch,West,594.46,5/3/2025,1,Office Supplies,C1140,206.18
7303,Mouse,Central,1520.08,7/13/2024,5,Electronics,C1211,329.29
28065,Mouse,,5077.08,1/3/2026,4,Furniture,C1400,744.83
12699,Mobile,West ,338.11,1/7/2025,2,Accessories,C1047,35.12
31607,Camera,East,5166.02,2/18/2025,4,Clothing,C1462,1225.04
2252,Headphones,West,3504.12,8/23/2025,5,Accessories,C1038,606.68
42615,Tablet,North,3067.24,11/4/2024,2,Office Supplies,C1414,557.94
28207,Printer,,2355.66,9/14/2024,1,Office Supplies,C1210,822.44
37533,Printer,South,4591.04,10/29/2025,3,Accessories,C1311,1075.7
35139,Keyboard,West ,1525.87,5/5/2024,1,Electronics,C1322,308.75
35427,Mobile,north ,781.12,3/17/2024,3,Accessories,C1059,201.66
9032,Smartwatch,east,3154.46,,2,Electronics,C1436,604.07
31922,Keyboard,,4345.57,5/2/2025,2,Accessories,C1281,811.49
40987,Mouse,,2980.43,7/16/2024,4,Electronics,C1269,468.89
7351,Camera,north ,1195.18,4/24/2024,1,Accessories,C1308,389.21
31536,Headphones,South,191.25,10/11/2025,2,Clothing,C1205,52.96
48031,Headphones,,307.17,6/9/2024,3,Electronics,C1438,51.18
5479,Mobile,South,1196.43,3/3/2026,5,Office Supplies,C1152,191.06
875,Monitor,north ,4215.18,10/20/2024,5,Accessories,C1006,683.6
5914,Keyboard,West ,3195.2,10/22/2025,5,Electronics,C1496,950.09
23510,Mouse,,4040.98,10/28/2025,1,Accessories,C1314,1168.78
26700,Monitor, SOUTH,1627.5,8/21/2024,5,Clothing,C1057,229.28
11068,Printer,West ,1270.29,5/1/2024,4,Electronics,C1470,443.96
45365,Tablet,Central,99.34,1/5/2026,2,Furniture,C1095,15.58
17001,Printer,East,2701.44,1/19/2026,3,Electronics,C1244,857.19
12574,Smartwatch,West ,1300.45,10/12/2025,2,Clothing,C1397,386.33
29859,Laptop, SOUTH,3077.11,1/28/2026,2,Office Supplies,C1085,679.8
22906,Tablet,Central,2670.07,12/28/2023,4,Electronics,C1189,518.15
45027,Keyboard,,591.15,5/26/2025,1,Accessories,C1072,96.63
23637,Headphones,South,3884.12,8/3/2024,2,Furniture,C1284,1306.49
8726,Laptop,,2416.93,,4,Office Supplies,C1090,495.05
45571,Mouse,,1338.13,7/25/2025,5,Furniture,C1276,243.34
3341,Monitor,West ,1989.05,5/5/2024,2,Office Supplies,C1007,614.82
37467,Camera,West,463.78,12/1/2025,4,Accessories,C1019,124.36
26720,Camera,West ,1539.18,6/20/2025,1,Clothing,C1129,302.53
33170,Printer,South,2645.23,12/19/2024,3,Furniture,C1445,533.51
10598,Tablet,West ,3968.73,1/30/2026,5,Accessories,C1175,433.77
21855,Smartwatch,north ,481.88,1/10/2026,5,Furniture,C1083,114.6
25949,Keyboard,North,-1840.32,12/18/2024,5,Office Supplies,C1157,-572.48
30134,Keyboard,east,4257.26,6/3/2024,4,Furniture,C1326,940.58
16494,Keyboard,South,3511.82,1/29/2026,5,Electronics,C1055,352.4
37850,Mobile,Central,1705.46,8/22/2025,5,Accessories,C1245,241.34
37159,Printer, SOUTH,2204.68,12/31/2025,1,Electronics,C1307,716.82
37269,Monitor,east,3860.15,11/23/2025,3,Furniture,C1068,1128.21
3718,Mobile,,1193.05,12/2/2025,4,Accessories,C1321,302.58
28433,Mouse,West ,2083.45,12/27/2024,3,Accessories,C1267,611.59
10158,Headphones,north ,1892.69,3/25/2025,4,Accessories,C1008,498
30187,Printer,,4441.02,12/8/2024,2,Clothing,C1151,539.91
25403,Camera,South,415.66,7/31/2024,4,Electronics,C1413,127
4921,Monitor,Central,4857.8,1/6/2025,4,Furniture,C1033,689.53
42863,Headphones,East,7086.02,3/20/2025,3,Clothing,C1230,960.84
43734,Headphones,Central,4340.25,8/5/2024,2,Electronics,C1158,1468.47
18385,Monitor,West ,1525.11,3/22/2024,4,Electronics,C1299,217.22
23948,Laptop,West ,2300.57,7/15/2024,3,Furniture,C1375,403.82
16477,Smartwatch,West ,265.4,5/15/2025,3,Clothing,C1296,85.43
8801,Laptop,Central,1053.85,1/1/2026,4,Office Supplies,C1372,196.66
44823,Tablet,South,2285.45,6/15/2024,1,Electronics,C1161,773.92
7551,Tablet,north ,3889.76,9/8/2024,2,Clothing,C1010,731.63
8,Mouse,East,4359.09,10/8/2025,4,Accessories,C1253,1513.9
26214,Printer,East,2710.75,2/16/2026,3,Clothing,C1023,517.76
33265,Printer,,1505.87,6/3/2025,1,Office Supplies,C1125,211.3
39964,Smartwatch,West ,196.8,10/15/2025,3,Electronics,C1062,52.26
3400,Headphones, SOUTH,4339.64,12/4/2024,4,Electronics,C1046,1192.65
33967,Smartwatch, SOUTH,4376.4,6/22/2024,4,Clothing,C1055,1179.76
17796,Keyboard,East,4373.5,5/23/2025,3,Electronics,C1253,587.85
10083,Camera,South,3579.48,,4,Furniture,C1023,1136.98
6706,Headphones,,4565.86,1/29/2026,2,Clothing,C1343,1370.32
27623,Tablet,,4652.3,8/9/2025,1,Accessories,C1463,782.58
28551,Printer,,1394.62,6/7/2025,1,Accessories,C1322,417.99
32105,Keyboard,Central,1253.16,2/28/2025,2,Clothing,C1259,396.7
47979,Monitor,Central,6472.64,11/30/2025,5,Accessories,C1266,1780.83
17913,Headphones,,2404.62,1/5/2025,3,Office Supplies,C1312,628.9
15501,Monitor,,2732.18,4/18/2026,4,Accessories,C1308,356.18
14268,Mouse,North,1470.96,9/25/2025,3,Electronics,C1159,481.01
44653,Printer,South,368.48,4/23/2025,3,Electronics,C1182,126.92
18963,Tablet,,5279.95,8/31/2024,1,Accessories,C1253,1465.54
42811,Smartwatch,east,4820.11,5/12/2024,2,Clothing,C1448,791.5
42561,Mouse,South,713.36,8/10/2025,5,Office Supplies,C1407,72.03
37641,Tablet,east,4100.06,11/22/2024,1,Office Supplies,C1300,1251.45
25925,Smartwatch,North,1679,8/26/2025,1,Furniture,C1316,178.57
16188,Smartwatch,,479.12,7/27/2024,1,Electronics,C1051,53.06
6221,Printer,West ,2426.27,10/1/2024,2,Accessories,C1028,409.34
17060,Laptop,Central,4174.86,12/2/2024,5,Electronics,C1080,768.13
122,Smartwatch,,1427.74,,1,Accessories,C1387,399.9
48437,Laptop,,3100.61,7/10/2024,1,Accessories,C1382,643.18
9626,Mouse,,1202.32,9/20/2024,1,Electronics,C1222,410.91
13682,Mobile,Central,1542.66,2/28/2025,5,Office Supplies,C1102,300.33
46326,Tablet,east,608.87,8/4/2024,4,Office Supplies,C1131,118.01
37108,Camera,,879.88,1/5/2025,5,Electronics,C1451,205.85
11000,Monitor,East,1467.88,,3,Office Supplies,C1443,257.01
28561,Headphones,South,5694.9,10/5/2025,1,Furniture,C1371,1436.95
20566,Laptop,,2905.05,7/2/2025,1,Furniture,C1376,509.2
827,Headphones,West ,242.85,10/18/2024,5,Furniture,C1428,65.3
43200,Headphones,North,3319.82,4/21/2025,1,Furniture,C1336,718.24
4850,Tablet,Central,1872.17,12/3/2024,4,Accessories,C1453,453.39
14931,Mouse,north ,3848.61,8/25/2025,4,Electronics,C1383,967.79
40511,Monitor,North,2717.08,8/26/2024,4,Electronics,C1164,759.82
14435,Tablet, SOUTH,3123.63,11/24/2024,4,Furniture,C1383,338.84
8161,Laptop,,2702.25,4/3/2025,5,Accessories,C1081,818.47
14991,Monitor,north ,691.54,3/23/2025,4,Accessories,C1341,86.82
20611,Printer,,1075.84,5/18/2024,5,Accessories,C1407,321.44
37190,Mouse,West ,2829.76,10/21/2025,1,Electronics,C1326,913.54
20614,Tablet,,3968.72,10/22/2024,4,Electronics,C1497,1100.95
31961,Laptop,East,3571.97,9/6/2025,2,Office Supplies,C1340,837.46
16538,Keyboard,South,2487.84,2/5/2026,4,Electronics,C1358,681.59
47697,Headphones, SOUTH,2492.9,9/12/2024,3,Furniture,C1317,783.06
32872,Mobile,West ,447.1,6/18/2025,5,Electronics,C1334,68.09
11035,Mobile,West ,2452.3,7/5/2025,3,Furniture,C1051,797.69
895,Keyboard,,2209.58,,5,Furniture,C1260,234.7
15421,Headphones,West ,-4050.67,2/29/2024,4,Furniture,C1132,-1416.8
41970,Keyboard,,2911.37,9/19/2025,2,Clothing,C1105,1004.27
29706,Laptop,South,3677.09,6/17/2024,4,Furniture,C1380,465.25
20787,Keyboard,north ,5389.29,8/15/2024,5,Clothing,C1008,1768.77
38699,Camera,Central,3543.85,9/16/2024,2,Office Supplies,C1206,632.78
40877,Mobile,,1960.63,7/23/2024,4,Furniture,C1347,269.94
26417,Printer,,933.44,9/3/2024,2,Electronics,C1425,211.87
30316,Mobile,North,1095.55,8/20/2024,3,Electronics,C1015,161.97
22863,Headphones,north ,4234.16,11/10/2024,5,Office Supplies,C1231,536.28
34855,Mobile,east,1858.73,2/12/2026,5,Furniture,C1355,194.71
37944,Monitor,North,-2838.39,6/19/2025,3,Electronics,C1285,-492.53
35171,Mobile,,5041.62,4/5/2026,2,Office Supplies,C1088,584.16
318,Smartwatch, SOUTH,4893.15,1/13/2025,4,Accessories,C1139,1240.43
6475,Monitor,east,4191.43,9/1/2025,1,Office Supplies,C1176,595.66
35790,Camera,,-2468.46,8/19/2025,5,Furniture,C1310,-512.17
41300,Camera,North,3525.13,11/11/2024,3,Furniture,C1351,832.59
4562,Camera,,4472.55,,2,Clothing,C1430,1183.52
33858,Camera,east,3644.86,4/12/2026,1,Clothing,C1458,399.76
44922,Headphones,South,1143.25,8/12/2025,1,Clothing,C1450,400.13
33750,, SOUTH,4602.66,7/30/2025,2,Accessories,C1186,1215.23
3666,,South,1220.36,11/6/2025,2,Office Supplies,C1221,138.14
37643,Headphones,north ,3860.61,2/5/2025,2,Office Supplies,C1398,1058.28
15229,Smartwatch,East,4379.43,9/27/2024,1,Furniture,C1087,1108.95
45567,Mouse,West ,2617.18,2/4/2026,5,Clothing,C1070,312.37
13082,Keyboard,West,4049.31,8/18/2025,5,Office Supplies,C1204,1166.06
48488,Printer,West,281.95,9/5/2025,5,Furniture,C1028,45.47
37298,Printer,east,2579.31,9/13/2025,4,Electronics,C1293,786.74
25082,Keyboard,,4099.05,12/20/2024,1,Clothing,C1147,1192.12
15406,Mouse, SOUTH,2236.42,8/22/2025,1,Office Supplies,C1398,411.44
22472,Printer,South,650.54,10/11/2025,3,Electronics,C1167,183.71
18513,Headphones,West,701.11,4/12/2025,5,Accessories,C1316,169.19
43806,Printer,West ,2627.01,4/17/2024,5,Office Supplies,C1288,542.42
9,Mobile,Central,3199.47,4/9/2025,3,Furniture,C1377,795.05
18110,Keyboard,,3982.44,9/1/2024,2,Furniture,C1361,934.68
40013,Mouse,East,4724.47,4/11/2025,2,Electronics,C1135,891.29
836,Smartwatch,east,1759.8,9/6/2025,3,Clothing,C1029,246.27
5564,Camera,West,4556.77,5/1/2025,4,Office Supplies,C1055,1071.42
7891,Tablet,north ,3198.05,5/3/2025,4,Clothing,C1378,914.01
46138,Keyboard,East,1562.05,9/5/2025,4,Office Supplies,C1322,385.65
29677,Printer, SOUTH,203.81,10/5/2025,5,Office Supplies,C1144,51.98
6154,Smartwatch,West ,,5/28/2025,2,Furniture,C1072,684.71
42493,Laptop,North,3426.03,1/2/2025,4,Clothing,C1008,1071.57
19140,Smartwatch,West,1486.38,12/8/2024,2,Office Supplies,C1288,257.73
17862,Camera,,1408,7/15/2024,5,Office Supplies,C1150,185.17
24063,Laptop,north ,1006.91,6/27/2025,1,Electronics,C1071,108.02
12676,Camera,North,1629.42,3/9/2026,4,Furniture,C1205,442.2
27366,Monitor,South,2977.73,8/30/2025,2,Furniture,C1010,756.48
39366,Camera,West ,3717.88,9/21/2025,3,Electronics,C1213,835.21
11612,Mobile,Central,2816.71,4/8/2024,4,Electronics,C1184,520.16
14075,Camera,North,679.96,6/12/2025,1,Electronics,C1114,162.44
3182,Monitor,north ,2398.34,,3,Office Supplies,C1320,648.24
7202,Laptop,South,3024.26,1/13/2026,3,Electronics,C1211,865.05
44603,Monitor,,4796.58,11/16/2024,1,Accessories,C1305,1058.53
4142,Mouse,north ,4420.82,,1,Clothing,C1326,648.23
8275,Headphones,West ,4353.06,5/4/2024,2,Accessories,C1255,1005.53
48104,Camera, SOUTH,4139.46,10/21/2025,1,Furniture,C1100,670.06
37147,Keyboard,West ,936.47,6/27/2024,4,Furniture,C1029,281.34
39891,Mouse,Central,1130.52,9/27/2024,5,Furniture,C1016,293.72
7305,Laptop,West ,2160.3,4/5/2024,3,Electronics,C1371,710.1
19562,Keyboard,east,3608.8,3/10/2026,2,Office Supplies,C1245,660.52
27463,Keyboard,East,549.37,7/26/2024,1,Clothing,C1106,61.83
21200,Monitor,East,-3472.12,1/4/2026,3,Furniture,C1189,-931.38
32013,Camera,South,3507.36,9/15/2025,3,Office Supplies,C1160,1043.98
46751,,,3366.82,12/25/2023,3,Furniture,C1093,1041.56
17940,Headphones,West,4812.05,11/5/2024,4,Accessories,C1281,1029.79
19841,Camera,,4076.18,6/30/2025,4,Clothing,C1045,568.07
8311,Headphones,,361.37,12/25/2025,3,Accessories,C1270,100.47
44148,Laptop,North,1073.79,1/31/2025,1,Office Supplies,C1133,179.05
36678,Mouse,north ,3822.58,8/14/2025,1,Electronics,C1294,514.24
48970,Keyboard,South,5050.4,1/9/2024,3,Accessories,C1285,1157.85
11156,Keyboard,Central,4791.71,5/7/2025,4,Electronics,C1053,1546.09
34267,Smartwatch,east,2754.83,9/27/2024,1,Electronics,C1489,430.31
31541,Mobile,East,2366.49,9/14/2024,2,Clothing,C1271,257.98
224,Laptop,South,210.76,10/27/2025,4,Clothing,C1364,24.84
21975,Tablet, SOUTH,631.29,12/10/2025,2,Electronics,C1094,133.4
35537,Printer,,2951.21,5/18/2025,1,Accessories,C1455,731.99
26966,Monitor,east,243.88,1/6/2026,1,Office Supplies,C1433,55.73
13013,,East,1339.11,10/7/2024,4,Accessories,C1373,337.62
15464,Keyboard,South,4276.84,10/29/2025,5,Furniture,C1015,940.99
29549,Mouse,,4900.21,8/27/2025,1,Electronics,C1327,1155.77
32553,Camera, SOUTH,2148.94,5/17/2025,2,Office Supplies,C1117,239.47
25145,Keyboard,West,3306.23,11/18/2024,4,Furniture,C1076,384
25234,Printer,Central,5521.14,8/18/2025,1,Electronics,C1018,1416.14
19651,Camera,east,4903.41,8/5/2025,1,Electronics,C1299,1278.75
9741,Headphones,West,3074.57,1/9/2025,2,Accessories,C1449,782.56
26,Headphones,West ,2842.34,10/6/2024,5,Accessories,C1225,894.64
33492,Printer,,1234.19,9/16/2024,5,Office Supplies,C1361,389.56
42643,Mouse,West ,4068.08,7/8/2024,3,Furniture,C1329,1089.04
6704,Smartwatch,West ,2624.2,8/10/2025,2,Clothing,C1034,598.31
41276,Laptop,east,414.93,1/30/2025,5,Furniture,C1410,44.14
30759,Mouse,South,516.03,4/24/2025,1,Office Supplies,C1241,77.8
46968,,north ,2942,11/26/2024,5,Accessories,C1225,375.81
5558,Smartwatch,,2318.55,4/25/2024,5,Clothing,C1430,696.88
532,Tablet,South,-771.22,5/21/2025,4,Clothing,C1274,-125.18
609,,North,2245.04,,5,Office Supplies,C1431,331.72
21509,Camera,Central,-1666.84,10/25/2025,4,Electronics,C1058,-328.29
46788,Mobile, SOUTH,3026.11,1/4/2025,4,Electronics,C1359,951.97
33952,Smartwatch, SOUTH,2322.49,8/30/2024,2,Clothing,C1351,427.07
22473,Smartwatch,Central,4696.29,8/24/2024,4,Office Supplies,C1011,1305.65
46383,Monitor, SOUTH,368.95,8/12/2024,4,Furniture,C1253,123.87
24555,Laptop,West,3407.73,2/17/2025,1,Clothing,C1113,1111.16
48557,Smartwatch,South,935.94,3/6/2025,3,Furniture,C1378,274.78
9091,Tablet,North,1138.29,8/7/2024,3,Clothing,C1205,300.89
8857,Mobile,East,3660.71,,5,Electronics,C1403,688
47620,Headphones,West,3898.93,4/27/2025,1,Office Supplies,C1422,568.35
12493,Printer,,975.57,2/15/2025,5,Office Supplies,C1057,288.73
19908,Laptop,East,3170.88,8/17/2025,1,Furniture,C1354,830.16
19346,Keyboard,,3578.45,2/6/2024,2,Accessories,C1157,928.16
30869,Headphones,North,2931.78,9/29/2025,3,Clothing,C1380,714.89
10683,Camera,West ,511.02,5/2/2025,1,Clothing,C1340,175.68
2214,Mobile,West,4999.02,4/2/2025,1,Electronics,C1159,536.11
18713,Headphones, SOUTH,3851.56,10/4/2024,5,Accessories,C1326,406.77
39174,Keyboard,Central,927.3,8/15/2025,2,Accessories,C1143,240.11
37676,Tablet,east,3771.07,10/16/2024,3,Accessories,C1412,909.96
13895,Mouse,east,4437.39,10/23/2024,5,Furniture,C1350,1436.86
15154,Laptop,Central,3088.09,10/13/2024,4,Accessories,C1213,440.06
1591,Monitor,east,1296.36,,4,Electronics,C1495,419.54
36463,Mouse,east,1073.36,5/16/2025,5,Office Supplies,C1032,248.79
40869,Monitor,South,1599.23,2/24/2026,4,Clothing,C1175,500.5
5898,Smartwatch,South,1844.46,5/6/2025,5,Clothing,C1254,627.46
13714,Laptop,West,1771.14,11/19/2025,4,Office Supplies,C1423,459.29
44266,Headphones,South,3159.29,7/28/2024,5,Accessories,C1122,503.73
10825,Monitor, SOUTH,4254.09,7/27/2024,1,Accessories,C1140,609.16
9850,Smartwatch, SOUTH,2971.39,6/8/2024,3,Clothing,C1482,527.93
8210,Mobile,north ,3315.13,10/13/2025,4,Clothing,C1180,605.24
38191,Headphones,West,6473.33,10/3/2024,5,Accessories,C1284,1133.69
10969,Camera,Central,612.94,2/24/2025,5,Furniture,C1371,161
3855,Mobile,,285.98,7/9/2024,1,Clothing,C1376,79.04
32522,Smartwatch,north ,3896.03,10/27/2025,1,Clothing,C1442,1326.84
37564,Tablet,West ,1359.29,9/15/2024,1,Electronics,C1159,253.2
22747,Headphones,East,2086.62,12/27/2025,4,Furniture,C1374,476.19
47651,Camera,North,3015.64,3/10/2025,1,Accessories,C1184,645.9
40718,Camera,North,769.69,9/27/2025,4,Electronics,C1466,111.89
22401,Tablet,,1819.05,6/24/2024,2,Electronics,C1153,271.8
23364,Camera, SOUTH,1666.26,6/12/2025,2,Accessories,C1351,204.29
860,Smartwatch,east,807.2,10/22/2025,5,Electronics,C1456,235.7
22930,Monitor,east,4029.31,1/14/2025,3,Office Supplies,C1361,1021.85
30831,Mouse,Central,3088.96,8/29/2024,5,Clothing,C1324,521.49
36327,Keyboard,,4656.23,4/12/2025,2,Clothing,C1168,1096.21
1129,Laptop,North,1499.58,10/28/2025,1,Furniture,C1269,450.77
15376,Mouse, SOUTH,1202.32,2/26/2025,3,Office Supplies,C1471,266.9
46160,Monitor,,2574.82,11/27/2025,5,Clothing,C1035,332.19
15622,Printer,East,3575.3,11/4/2024,3,Accessories,C1149,766.18
9701,Mobile,North,937.04,3/6/2025,2,Electronics,C1334,326.92
20382,Monitor,North,-2924.03,4/22/2025,5,Office Supplies,C1490,-843.16
30509,Keyboard,east,1427.84,2/22/2025,2,Clothing,C1440,206.46
38669,Monitor,,3862.25,8/25/2024,2,Clothing,C1170,1320.41
17469,Smartwatch,South,2537.42,6/25/2025,4,Accessories,C1344,735.03
29071,Laptop,South,3471.72,2/18/2025,3,Accessories,C1098,464.43
45641,Headphones,West,3826.57,5/6/2024,2,Clothing,C1459,507.32
22095,Mobile,West,3720.18,9/3/2024,4,Clothing,C1412,565.82
30584,Headphones,West ,3470.65,3/14/2025,1,Furniture,C1425,540.26
5831,Keyboard,South,2594.32,,2,Office Supplies,C1260,499.06
35614,Camera,north ,3649.15,5/30/2026,4,Office Supplies,C1491,401.64
48539,Keyboard,,3628,9/3/2024,3,Clothing,C1207,667.18
