id,total_sales,average_sales,monthly_growth_percent,top_product,best_region,month
535,196258.27,474.51,13.32,Keyboard,north ,Oct
536,91776.55,4657.48,11.11,Smartwatch, SOUTH,dec
537,20272.94,,22.75,Tablet, SOUTH,Aug
538,171069.43,639.14,37.76,Monitor,East,dec
539,116970.95,2728.8,25.01,Mobile,,apr
540,78131.72,3917.31,-9.2,Monitor,North,
541,10969.96,2136.84,,Tablet,Central,Oct
542,194105.47,4656.6,19.46,Camera,South,September
543,59882.04,4892.67,32.57,Monitor,West,February
544,37535.87,2714.41,7.26,Mobile,West ,dec
545,155459.89,633.37,-4.62,Laptop,,NOV
546,37230.18,4410.05,-4.84,Camera,east,dec
547,186191.89,1148.98,-16.84,Monitor,West ,NOV
548,9596.35,830.98,39.02,Keyboard, SOUTH,September
549,,1579.49,19.07,Headphones, SOUTH,MAR
550,199207.78,1100.12,-19.48,Keyboard,Central,February
551,133063.54,4172.12,3.04,Mobile,West ,September
552,136573.26,2847.98,5.18,Camera,South,Jan
553,183733.14,1075.76,4.56,,Central,jul
554,54438.31,4060.65,-10.22,Mouse,West,June
555,64851.99,3790.15,,Printer,East,Jan
556,43655.27,3865.74,-3.13,Mouse,West ,June
557,107664.68,,-10.99,Mouse,North,apr
558,139503.29,3958.47,11.82,Camera,West,Aug
559,82191.72,4930.86,,Tablet,,apr
560,136314.71,1488.23,20.18,Headphones,West,dec
561,198233.83,880.99,0.27,Keyboard, SOUTH,June
562,137162.02,321.69,11.34,Headphones,South,Oct
563,23825.33,2492.5,38.16,Mobile,Central,dec
564,87314.79,4047.9,2.54,Headphones,West ,jul
565,35520.59,2808.49,,Mobile,,MAR
566,186924.31,1002.91,11.46,Mouse,Central,apr
567,151071.58,4633.62,6.32,Keyboard,north ,Oct
568,58981.37,4024.46,-3.63,Headphones,north ,NOV
569,194373.14,4830.91,4.38,Smartwatch,north ,February
570,60151.01,3987.84,17.02,Tablet,North,May
571,94039.15,3047.86,16.17,Monitor,East,Jan
572,112273.14,1087.32,1.88,Monitor,South,dec
573,172323.26,2051.21,16.51,Headphones,,MAR
574,81195.1,327.96,37.57,Headphones,West,MAR
575,98627.85,1038.98,-9.65,Headphones,,September
576,31434.26,2590.91,33.01,Mouse,East,Oct
577,56949.42,489.97,29.44,Printer,north ,May
578,162918.28,4168.63,14.7,Printer,West ,Aug
579,93702.87,2034.7,-7.89,Smartwatch,East,Aug
580,117546.02,3903.88,9.3,Mouse,East,June
581,87407.84,4465.07,10.96,Mobile,,Aug
582,35912.8,3500.63,39.18,Camera,West ,NOV
583,6254.05,766.42,22.73,Printer,West,Oct
584,,3579.48,17.32,Headphones,North,Aug
585,191958.58,4383.77,32.99,Laptop,West,
586,156250.1,873.31,2.21,Headphones,Central,Aug
587,142978.7,,-15.53,Camera,east,MAR
588,136557.7,4822.39,9.69,Printer,north ,May
589,48452.8,931.18,-16.36,Keyboard,Central,
590,62545.07,3685.99,-13.14,Headphones,north ,February
591,-108005.32,4428.6,-16.94,Smartwatch,West,jul
592,93434.7,4832.35,33.94,Monitor,East,June
593,160397.41,3737.17,-6.97,Laptop,West,
594,130834.48,777.1,-6.8,Laptop,,Jan
595,86073.77,454.18,1.36,,South,Aug
596,-132302.26,1954.24,3.64,Smartwatch,Central,NOV
597,78918.03,4006.55,-18.94,Mobile,,February
598,54753.66,3089.13,27.83,Mouse,east,NOV
599,183196.38,1204.08,15.2,Smartwatch,Central,May
600,10291.73,4113.83,34.95,Mouse, SOUTH,June
601,166870.28,2807.28,-9.41,Smartwatch,East,May
602,65760.39,1145.83,13.01,Tablet,West,jul
603,193797.2,4168.84,-17.54,,north ,September
604,75760.16,607.66,-15.84,Laptop,east,
605,38239.41,928.66,16.04,Mobile,East,
606,14732.25,754.29,8.84,Printer,East,apr
607,186737.36,4833.04,-10.61,Mobile,North,apr
608,111172.02,3380.2,31.88,Printer,East,MAR
609,148383.9,3484.2,7.7,Keyboard,West ,Oct
610,123928.08,2150.43,21.19,Monitor,South,February
611,5459.55,4107.29,-4.52,Smartwatch,east,Aug
612,90139.78,3029.38,9.28,Headphones,east,February
613,45945.39,3510.35,4.32,Tablet,north ,apr
614,110061.66,2965.6,-2.19,Monitor,Central,Oct
615,155615.08,3273.57,11.89,Printer,South,jul
616,178242.03,1202.33,27.11,Smartwatch,,May
617,135433.19,1721.35,14.8,Camera,east,jul
618,85653.21,2428.06,17.21,,,NOV
619,13133.12,3742.68,14.39,Mouse,South,Aug
620,108006.37,4615.22,-18.29,Mouse,West ,jul
621,103233.63,4215.17,-19.4,Smartwatch, SOUTH,MAR
622,136884.21,2075.9,7.57,Smartwatch,north ,NOV
623,73342.09,686.65,-12.53,,East,
624,83434.25,4202.36,24.08,Mobile,East,June
625,90447.01,702.57,-0.36,Mouse,,June
626,72255.29,705.35,-7.36,Keyboard,North,apr
627,187872.22,1462.76,0.85,Mobile,East,Jan
628,125318.06,1327.41,32.52,Headphones,West,jul
629,-127131.98,2702.24,-0.6,Headphones,East,Jan
630,,1932.69,27.97,Headphones,West,June
631,,1044.84,35.47,Monitor,West ,September
632,190448.89,513.84,23.27,Mobile,,Aug
633,177915.44,2537.7,29.8,Laptop,West,May
634,152177.97,2609.81,29.59,Monitor,North,apr
635,91858.45,4551.14,29.39,Camera,South,Jan
636,45401.51,4073.86,21.39,Tablet,,dec
637,29158.95,4423.1,5.27,Tablet,East,apr
638,,3638.2,1.54,Monitor,North,NOV
639,169799.93,1356.72,-13.01,Mouse,north ,Jan
640,153137.59,3333.4,34.01,Laptop,north ,February
641,23232.28,2984.1,-5.86,Keyboard,North,
642,150482.87,4007.68,-4.87,Keyboard,east,NOV
643,46576.2,3535.23,28.85,Printer,North,dec
644,67558.5,3874.61,27.31,Monitor,West ,Jan
645,93325.51,322.77,-10.77,Tablet, SOUTH,NOV
646,82793.05,3270.15,-11.71,,East,June
647,195381.33,4489.67,-0.3,Smartwatch, SOUTH,June
648,64827.18,2084.48,-15.39,Camera,West,June
649,84012.31,1949.3,20.59,Headphones,north ,Jan
650,69834.33,4140.2,15.56,Printer,North,
651,111412.18,1670.85,26.29,Keyboard, SOUTH,June
652,121678.07,2234.21,28.09,Keyboard,North,February
653,97063.8,1647.61,32.67,Monitor, SOUTH,jul
654,118193.05,1831.69,-4.26,Headphones, SOUTH,Aug
655,75268.5,909.78,4.77,Laptop,North,Aug
656,41704.58,2166.83,10.93,Laptop,West ,apr
657,152288.18,3034.37,-14.86,Smartwatch,north ,Jan
658,,455.88,-9.29,Keyboard,north ,Jan
659,34561.22,4361.07,0.93,Headphones,West,Aug
660,161456.75,3688.39,27.95,Smartwatch,east,Jan
661,123965.85,2056.41,-6.52,Camera,West ,dec
662,148172.49,1219.96,34.65,Camera,West,
663,136961.64,365.77,25.45,Mouse,,May
664,26637.92,1687.8,19.78,Smartwatch,,Aug
665,140574.91,2819.83,0.44,Monitor,Central,September
666,21395.68,956.6,-16.76,Tablet,West,jul
667,75775.29,2904.8,6.56,Mouse,West ,June
668,14217.51,1772.16,9.97,Mobile,north ,Jan
669,-54329.87,1468.0,9.69,Headphones, SOUTH,Jan
670,96178.65,3118.44,-12.28,Monitor,West ,Aug
671,30711.37,1787.81,9.88,Keyboard,North,Oct
672,153223.9,210.13,28.57,Camera,east,dec
673,8964.21,1361.61,36.03,Smartwatch,Central,apr
674,29566.37,3252.81,16.35,Laptop, SOUTH,Aug
675,-126832.39,2096.3,14.7,Printer,Central,apr
676,179615.54,3520.82,31.19,Laptop,,Oct
677,161680.68,509.66,27.25,Monitor,,Oct
678,140609.92,238.04,33.37,Headphones,North,Oct
679,54123.34,3553.49,-13.92,Mouse,South,May
680,40317.63,4741.55,7.17,Smartwatch,West,February
681,98042.97,1953.73,-14.98,Headphones,Central,February
682,68654.26,2416.22,-6.16,Monitor,East,MAR
683,80490.99,4149.37,-0.54,Camera,,Oct
684,109471.25,3212.94,22.5,Monitor,Central,Oct
685,86560.92,3777.09,4.94,Printer,West ,February
686,68393.92,4263.95,24.99,Smartwatch, SOUTH,May
687,85969.1,4922.25,24.97,Headphones, SOUTH,MAR
688,19450.27,1979.9,,Smartwatch,north ,
689,43346.95,2506.72,31.89,Smartwatch,South,NOV
690,38123.88,2631.81,8.63,Laptop,North,apr
691,61183.74,1244.75,-7.66,Camera,Central,MAR
692,189302.67,1007.96,5.04,Mouse,South,apr
693,110593.17,4325.77,30.81,Keyboard,Central,Jan
694,175833.35,3681.39,12.83,Tablet,Central,MAR
695,6312.26,1775.4,4.08,Laptop,north ,May
696,76016.57,2474.02,22.05,Mobile,West,September
697,69241.36,1324.38,16.45,Mobile,Central,Aug
698,49216.74,4524.58,-9.01,Printer,West ,Jan
699,29556.44,4507.62,36.76,Monitor,East,apr
700,128276.76,2372.29,27.76,Laptop,East,
701,155495.96,928.15,-0.22,Smartwatch,North,Jan
702,83288.31,2725.06,-6.28,,,
703,73006.11,1489.83,3.9,Keyboard,West ,NOV
704,149406.28,2942.4,33.88,Mouse,north ,MAR
705,186751.08,3315.1,-0.25,Mobile,North,dec
706,188509.08,3706.19,19.6,Smartwatch,South,September
707,125624.64,3497.79,0.42,Tablet,South,September
708,97447.29,1329.66,-5.76,Monitor,North,NOV
709,106939.59,4589.49,13.33,Headphones, SOUTH,jul
710,126313.58,4539.43,6.32,Smartwatch,,Oct
711,143192.27,4025.07,36.07,Mouse,Central,Jan
712,21002.78,238.2,-8.75,Headphones, SOUTH,September
713,155662.71,1012.74,21.71,Mouse,,Jan
714,47159.43,,14.67,Printer,east,September
715,158777.66,2250.46,9.84,Monitor,east,June
716,97541.84,,30.75,Headphones,West ,June
717,31074.76,2219.1,-6.36,Smartwatch,South,February
718,58540.74,738.02,27.57,Keyboard,north ,Jan
719,37747.11,2915.67,10.93,Printer,West,dec
720,62524.87,2508.13,1.05,Laptop,North,NOV
721,38438.38,3985.73,15.98,Laptop,East,Aug
722,40914.22,1028.73,5.93,,,Aug
723,68481.3,2189.22,32.24,Headphones,North,MAR
724,77726.73,3621.45,6.68,Keyboard,West,February
725,152521.04,3129.84,-19.34,Laptop,North,MAR
726,76988.94,2099.82,0.3,Keyboard,South,
727,67248.58,,-10.42,Tablet,Central,May
728,68123.47,3923.1,-17.44,Mouse,South,NOV
729,193116.15,4433.99,-6.31,Smartwatch,Central,dec
730,20034.83,1863.04,7.83,Laptop,north ,June
731,16316.14,1603.58,-3.38,, SOUTH,June
732,93986.13,4755.87,11.29,Mouse,east,Oct
733,91180.23,578.22,18.52,Printer,east,MAR
734,167339.47,4684.52,-17.63,Smartwatch,East,February
735,136305.56,4739.81,15.27,Smartwatch,Central,May
736,150024.09,2674.15,-14.28,Mobile,east,May
737,121789.5,1451.87,27.39,Tablet,east,June
738,81346.41,3757.55,-13.99,Camera,South,May
739,103471.05,,39.6,Tablet,West ,jul
740,13354.15,3349.81,34.97,Mobile,West ,jul
741,62775.24,818.61,33.96,Keyboard,north ,NOV
742,47143.06,3921.04,0.27,Mobile,West ,dec
743,193683.4,3126.87,6.14,Headphones,East,apr
744,143637.89,1654.74,-7.83,Monitor,East,Jan
745,117086.69,4571.11,9.8,Mobile,Central,Jan
746,60133.89,1436.33,-2.56,Camera,east,May
747,47965.68,4723.49,5.33,Smartwatch,North,February
748,188718.72,4945.55,-11.35,Smartwatch, SOUTH,Jan
749,76914.18,1877.43,6.61,Camera,,Aug
750,105930.37,4518.41,-5.44,Monitor,North,jul
751,196456.43,2009.72,28.19,Camera,Central,June
752,129500.34,3050.3,36.58,Laptop,East,Oct
753,100124.83,2371.47,9.52,Headphones,east,dec
754,186514.28,615.27,-1.26,Mouse,Central,February
755,165024.73,4512.8,-16.51,Monitor,South,jul
756,98564.42,1047.35,19.22,Keyboard,east,Oct
757,148915.14,2262.94,15.41,Headphones,South,NOV
758,44872.57,763.87,,Keyboard,South,NOV
759,113336.26,1387.3,-15.9,Mobile, SOUTH,Oct
760,,2344.8,-7.86,Printer,West ,
761,195123.43,782.98,14.41,Mobile,West,MAR
762,92897.34,4167.96,34.71,Smartwatch,east,February
763,70492.17,1120.23,24.99,Mouse,east,Aug
764,56133.79,1406.89,-0.92,Tablet,North,Jan
765,29142.73,2397.86,-4.92,Headphones,east,Aug
766,22391.19,2253.84,-3.29,Tablet,,
767,46695.18,3566.55,2.26,Smartwatch,,Jan
768,118686.12,,9.65,Keyboard, SOUTH,NOV
769,28674.8,3208.36,20.91,Printer,,February
770,64416.92,478.63,-9.05,Printer,,jul
771,34893.51,4152.93,-3.02,Mouse,east,jul
772,164917.02,1278.38,,Mouse,north ,NOV
773,164795.45,3937.73,39.58,Monitor,Central,September
774,167790.98,1409.24,-12.87,Keyboard, SOUTH,May
775,147931.6,4229.44,-13.39,Monitor, SOUTH,Aug
776,126563.97,2315.26,-12.85,Camera,West ,
777,195206.29,2349.92,16.41,Mobile,Central,Aug
778,27230.12,1697.04,33.44,Smartwatch,north ,September
779,39282.43,1440.77,,Mobile,South,Jan
780,191003.06,4860.49,32.24,Mouse,South,June
781,134247.24,1041.53,18.1,Printer,West,
782,,1136.34,25.08,Keyboard,Central,Oct
783,27364.35,4968.24,8.16,Monitor,east,June
784,76154.79,911.14,-19.78,Keyboard,West,apr
785,8261.15,4912.7,14.37,Mobile,north ,Jan
786,67913.08,1235.85,34.91,Headphones,South,May
787,193263.31,267.18,30.84,Printer,north ,NOV
788,150842.27,2626.05,37.36,Monitor,East,dec
789,40985.43,1547.37,-0.23,Laptop, SOUTH,NOV
790,198841.76,2521.13,-1.34,Mouse,South,dec
791,6746.51,4664.32,23.45,Camera,,
792,167484.37,2496.39,4.45,Camera,,jul
793,182719.68,1186.02,25.2,Laptop,north ,June
794,181399.35,1202.4,-3.08,Laptop, SOUTH,February
795,69129.32,4314.81,,Camera,East,dec
796,-85589.08,3431.41,18.03,Printer,North,apr
797,46481.94,4829.67,-8.85,Printer,Central,June
798,168315.43,3468.89,,Mobile,Central,May
799,83716.54,3421.91,-12.55,Monitor, SOUTH,NOV
800,184216.93,3041.43,38.98,Monitor, SOUTH,Oct
801,59710.86,1171.86,17.36,Monitor,East,Aug
802,166784.66,3865.52,8.77,Printer,West ,Jan
803,61526.03,1669.52,33.62,Keyboard, SOUTH,NOV
804,149489.43,1917.83,-7.61,Mouse,North,February
805,120926.51,427.91,27.46,Mobile,East,Aug
806,194252.73,3284.38,39.51,Laptop,Central,Jan
807,95801.68,538.52,19.35,Mobile,East,apr
808,12341.78,4621.92,0.01,Smartwatch,,Aug
809,,3445.73,31.48,Printer,Central,February
810,157906.91,1252.82,31.84,Mouse,North,
811,104394.82,4123.91,-7.35,Camera,east,NOV
812,71606.03,4658.82,4.33,Laptop,West,Aug
813,50511.06,4702.2,-18.07,Printer,South,apr
814,191557.67,2478.44,4.39,Headphones,,February
815,,3761.78,-10.72,Smartwatch,East,September
816,100531.3,502.94,,Laptop,South,
817,18409.2,4908.6,-17.47,Camera,South,February
818,156743.82,2032.01,19.7,Laptop,north ,
819,138646.18,1852.73,38.87,Laptop,,February
820,175183.35,4152.75,9.77,Mouse,Central,dec
821,178002.46,4670.05,25.13,Monitor,West,Aug
822,177389.2,495.53,17.14,Keyboard,,Jan
823,69092.75,1303.55,37.75,Smartwatch, SOUTH,February
824,127919.68,,26.72,Mobile,North,Aug
825,48084.4,3292.0,7.83,Mouse,east,Aug
826,35698.48,3915.11,9.6,Smartwatch,East,Oct
827,57831.02,1379.91,-1.14,Mobile,,NOV
828,52917.14,4413.71,34.17,Camera, SOUTH,June
829,45079.87,400.43,30.35,Smartwatch,South,MAR
830,139707.81,1276.65,-11.96,Mouse,East,Oct
831,6308.97,999.66,32.86,Printer,North,NOV
832,138423.21,3629.61,-2.21,,South,June
833,7191.41,770.74,-0.88,Mouse,Central,September
834,80837.19,4473.29,33.59,Monitor,east,Aug
835,133469.46,1913.47,-19.4,Smartwatch,,
836,19087.29,4955.85,-14.37,Mouse,,apr
837,12690.12,4335.13,-19.29,Camera,,June
838,,2776.31,-0.76,Tablet,Central,June
839,8938.22,1061.54,20.26,Headphones,West ,jul
840,,3564.55,22.71,Mouse,east,September
841,-171642.39,4286.53,-1.18,Keyboard, SOUTH,Jan
842,57945.31,3328.89,18.81,Printer,,jul
843,130527.44,3483.25,18.23,Headphones,East,apr
844,,683.87,-13.9,Tablet,South,MAR
845,82813.13,3447.77,32.6,Printer,east,Aug
846,10481.88,507.87,-15.12,Laptop,North,
847,88751.12,4099.01,-8.04,Tablet,,February
848,141991.35,3286.65,31.07,Monitor, SOUTH,apr
849,57497.84,3144.02,-7.73,Keyboard,east,Aug
850,93535.78,2265.56,-10.04,Headphones,,dec
851,25215.15,4918.72,5.61,Camera, SOUTH,February
852,42199.84,4119.09,37.87,Camera,West ,February
853,,3515.04,-13.37,Mobile,Central,jul
854,22118.12,2538.01,-4.32,Camera,West ,February
855,43961.91,4815.47,29.99,Headphones,West ,
856,134254.63,963.08,39.15,Mobile,West ,September
857,20545.87,3462.99,37.05,Keyboard,,
858,176887.18,1747.86,-1.99,Laptop,East,February
859,128347.36,3315.98,,Monitor,,apr
860,180759.47,4668.37,11.07,Tablet,,September
861,45955.76,4809.55,5.6,Mobile,Central,jul
862,94380.54,3260.66,9.52,Mouse,East,May
863,,746.28,15.93,Monitor,South,NOV
864,86577.1,296.84,15.01,Mobile,east,apr
865,74825.24,4428.7,36.23,Printer,,February
866,94438.68,4906.31,19.9,Monitor, SOUTH,Aug
867,34317.9,4725.29,12.54,Printer,East,Jan
868,195807.02,2361.66,-6.7,Printer,north ,apr
869,17558.26,903.23,11.46,Mobile,north ,
870,127496.38,1938.25,31.98,Headphones,East,Oct
871,55656.22,1700.98,32.85,Monitor,east,dec
872,163972.17,4261.63,-4.03,Keyboard,,May
873,20971.84,2063.79,32.94,Keyboard,north ,MAR
874,46151.69,3908.93,6.86,Smartwatch,West,May
875,167604.11,4921.03,-6.87,Smartwatch,East,February
876,197852.32,3130.35,19.92,Mobile,north ,apr
877,79331.06,755.12,10.23,Monitor,West,Jan
878,144100.5,4678.71,16.9,Camera,West,Aug
879,78675.96,3682.52,-3.49,Smartwatch,,Jan
880,129183.76,468.27,10.97,Smartwatch,east,February
881,162929.21,3658.63,11.51,Mobile,West,apr
882,179978.96,4760.9,22.32,Keyboard,,February
883,153565.76,2552.25,29.54,Mouse,West,MAR
884,122862.96,1749.92,-8.97,Laptop,Central,MAR
885,53029.36,4526.39,-2.29,Monitor,,MAR
886,64728.56,3776.82,26.71,Laptop,,MAR
887,21223.53,3357.16,28.67,Printer,,apr
888,149332.13,405.12,8.21,,North,jul
889,183527.09,1190.96,1.83,Printer,West ,February
890,182639.89,2998.31,-18.37,Headphones,West ,June
891,154061.99,4996.75,-10.4,Mouse,East,jul
892,62603.02,1208.25,-1.19,Camera,East,apr
893,109462.84,4092.13,33.81,Tablet,North,
894,48170.73,220.66,6.6,Headphones,Central,dec
895,,1702.38,-18.13,Printer,West ,NOV
896,141360.34,2423.92,0.02,Keyboard,east,February
897,66083.46,2288.8,27.9,Tablet,east,Jan
898,63245.55,3495.19,33.22,Keyboard,,February
899,-165729.27,1499.04,-18.54,Mouse,East,dec
900,18281.51,1007.8,-18.97,Monitor,,apr
901,63541.08,4839.24,18.8,Laptop,South,Jan
902,135530.98,301.74,-2.78,Headphones,,MAR
903,133612.9,3112.25,-4.23,Tablet,Central,Aug
904,191871.61,,27.23,Printer,West,September
905,46091.13,4630.33,33.75,Monitor,North,apr
906,119178.58,2289.64,24.42,Headphones,,
907,106245.9,,20.84,Tablet,north ,NOV
908,94768.22,2121.42,2.26,Printer,Central,June
909,109039.9,2889.17,-13.98,Smartwatch,West ,Jan
910,197094.53,3677.15,35.75,Laptop,West,Oct
911,77302.2,2003.64,,Laptop,South,February
912,100341.81,4298.19,25.44,Monitor,North,Oct
913,185908.17,3235.66,37.15,Monitor,east,NOV
914,96267.17,3945.39,-12.27,Tablet,West ,MAR
915,153088.57,,27.93,Monitor,east,Oct
916,102438.54,2857.37,24.18,Monitor,West ,May
917,12632.16,1665.13,11.21,Smartwatch,,apr
918,49903.18,3210.9,15.53,Laptop,Central,February
919,49424.54,1440.41,6.28,Mobile,,May
920,94697.72,4531.29,31.15,Camera,,September
921,100127.97,254.95,-12.2,Printer,North,dec
922,186268.26,848.64,1.89,Smartwatch, SOUTH,jul
923,147507.59,1589.17,-5.03,Laptop,South,jul
924,147510.59,223.22,20.56,Mouse, SOUTH,apr
925,7518.66,2553.62,24.26,Headphones,West,September
926,168782.01,3664.18,25.7,Keyboard,,February
927,162128.86,2025.8,31.55,Keyboard,,May
928,180811.88,3167.08,4.27,,,
929,39546.89,3140.84,-6.74,Printer,West,May
930,43860.36,844.01,-6.47,Camera,North,
931,190054.16,1401.82,0.48,Mouse,West ,jul
932,132635.33,973.66,17.58,Monitor,North,apr
933,39562.25,1081.84,22.99,Keyboard,,jul
934,17383.23,4690.87,12.5,Laptop,South,September
935,98079.64,3875.9,26.65,Headphones,South,September
936,93954.32,2786.35,38.08,Smartwatch,West,apr
937,194828.13,3462.47,30.04,Mouse,,Aug
938,40862.48,4928.89,-16.56,Tablet,West,dec
939,-24720.13,2094.61,15.59,Smartwatch,West,
940,9694.0,2477.17,-10.34,Mobile,,NOV
941,180823.33,1352.61,-5.3,Headphones, SOUTH,May
942,189902.34,1437.58,5.57,Tablet,,apr
943,27896.75,3938.33,38.99,Laptop,South,Oct
944,197658.68,4784.6,28.1,Printer,,Oct
945,49601.67,2977.09,-6.28,Headphones,north ,MAR
946,,4113.97,-13.49,,Central,dec
947,145945.34,3114.56,22.91,Tablet,east,Oct
948,142901.57,2505.81,-1.95,Keyboard,north ,Oct
949,75806.32,4242.65,7.34,Tablet,Central,February
950,43616.41,1396.25,7.16,Camera,West ,apr
951,31698.39,3543.15,38.66,Mouse,North,jul
952,174510.57,2090.47,-9.86,Mobile, SOUTH,Oct
953,63453.51,4903.79,23.49,Smartwatch,North,MAR
954,142140.28,3037.95,22.22,Tablet,,apr
955,146374.54,3797.07,5.86,Headphones,,Aug
956,143507.71,3347.22,14.87,Tablet,north ,June
957,173603.9,1250.49,27.03,Mobile,West,February
958,124716.6,1670.84,3.84,Smartwatch,,dec
959,186887.93,3226.74,1.2,Camera, SOUTH,NOV
960,194570.21,,25.31,Tablet,east,Oct
961,-27435.8,4930.98,17.35,Printer,,Oct
962,125749.63,1264.29,-6.41,Keyboard,East,jul
963,25984.33,4101.16,-15.29,Laptop,east,May
964,85109.05,971.28,20.99,Camera,West,jul
965,86307.18,,17.96,,east,MAR
966,9486.55,4220.33,-7.31,Laptop,,Aug
967,72956.69,2169.43,,Mobile, SOUTH,apr
968,51318.48,2159.1,36.54,Headphones, SOUTH,Aug
969,178812.56,1356.74,9.02,Laptop, SOUTH,May
970,37714.96,614.2,16.84,Monitor,West,Jan
971,,3157.63,17.23,Mobile,,February
972,32373.88,3005.75,-5.45,Mouse,South,jul
973,28200.66,1218.98,0.65,,West,
974,163768.92,2163.3,-1.94,Tablet,,May
975,60426.94,424.61,10.63,Tablet,West,MAR
976,53620.14,3091.14,-5.04,Monitor,east,May
977,-172371.38,1165.69,9.75,Headphones,North,
978,14757.19,4417.89,-6.96,Camera,West,September
979,16804.99,2954.69,8.68,Tablet,,NOV
980,62461.04,3019.09,-5.49,Mouse,West,Jan
981,150146.93,410.11,0.25,Tablet,West ,June
982,129615.88,4986.64,8.24,Smartwatch,east,MAR
983,113665.24,4182.86,-12.14,Tablet, SOUTH,Oct
984,-155960.79,2330.3,25.28,Monitor, SOUTH,June
985,67953.86,3227.36,15.34,Printer,North,Jan
986,17557.11,1798.19,31.75,Camera,east,NOV
987,111185.06,2367.53,34.2,Laptop,West ,Oct
988,166278.54,2944.76,8.83,Printer,,NOV
989,142512.54,2454.28,15.91,Printer,South,Jan
990,161020.72,1655.3,-14.74,Mouse,north ,February
991,100737.6,3166.05,-7.14,Tablet,East,MAR
992,152179.64,3469.69,-10.22,Mobile,Central,Oct
993,177508.28,1293.36,29.58,Smartwatch,South,Jan
994,182737.69,1055.39,22.03,Mouse,West,Aug
995,57682.41,4097.41,34.37,Camera,East,apr
996,148705.57,301.73,1.74,Monitor,east,May
997,157299.44,3738.99,-14.44,Keyboard,,May
998,106666.42,3791.85,-9.83,Mobile,East,dec
999,74677.26,3393.19,13.81,Tablet,,Aug
1000,,1457.78,-13.61,Tablet,east,MAR
1001,128689.3,2060.11,17.56,Tablet,,February
1002,67906.13,1762.92,26.79,,Central,June
1003,115985.32,2304.77,18.41,Monitor,West,May
1004,188672.66,2226.9,-14.51,Laptop,West,dec
1005,165584.83,4588.03,-16.06,Keyboard,east,May
1006,30644.11,4152.87,-17.46,Mobile,North,NOV
1007,100437.3,1595.49,28.9,Keyboard,East,
1008,166002.08,2074.28,9.58,Smartwatch,West ,Jan
1009,114786.1,710.65,-17.71,Smartwatch,East,MAR
1010,153445.94,4608.75,-8.91,,North,Aug
1011,21511.63,2523.07,27.18,Mobile,north ,Jan
1012,82859.03,3814.99,24.36,,South,May
1013,173748.0,282.74,3.9,Mobile,Central,
1014,36532.0,709.03,35.6,Smartwatch,West ,Oct
1015,7860.11,3764.22,-17.22,Camera,East,NOV
1016,50449.08,2497.65,22.3,Tablet,North,dec
1017,108041.0,828.08,10.23,Monitor,South,May
1018,77273.08,1222.07,,Keyboard,West ,NOV
1019,118363.69,4848.88,22.57,Laptop,,Jan
1020,187086.77,4407.43,-18.68,Camera,West ,NOV
1021,71829.07,2421.57,-8.35,Laptop,West,Jan
1022,51912.46,1161.45,21.46,Monitor,north ,MAR
1023,196443.97,2125.46,0.06,Keyboard,Central,May
1024,,1690.25,20.65,Headphones,West,dec
1025,146710.85,1397.88,39.79,Keyboard,,Aug
1026,137781.15,4223.9,0.26,Headphones, SOUTH,jul
1027,39083.35,3124.28,-8.48,Headphones,North,MAR
1028,164785.8,2570.52,9.81,Monitor,Central,Aug
1029,6159.4,3000.72,28.65,Camera,South,Aug
1030,51065.52,2163.92,-12.33,Printer,,NOV
1031,43355.25,430.43,7.64,Headphones,Central,Oct
1032,148280.38,4433.51,,Monitor,north ,Jan
1033,163071.65,215.68,24.78,Keyboard,North,June
1034,85211.68,2436.51,24.51,Printer,South,apr
1035,117698.88,4790.12,39.79,Camera,West,MAR
1036,51123.74,1452.79,,Mouse,East,apr
1037,19902.55,1590.32,-9.79,Tablet,north ,dec
1038,126046.54,3082.5,35.41,Headphones,north ,February
1039,162647.24,3452.39,13.48,Smartwatch,North,September
1040,98972.1,2450.08,27.28,Mouse,north ,
1041,125725.64,2271.42,34.19,Tablet,South,Oct
1042,24228.13,1539.49,19.32,Camera,east,February
1043,14056.44,2931.21,3.76,Tablet,north ,February
1044,37943.07,956.14,34.67,Keyboard,Central,Oct
1045,93342.98,4270.11,23.35,Keyboard,north ,
1046,45311.17,2974.27,-6.96,Camera,,jul
1047,45632.42,2183.76,2.24,Headphones, SOUTH,Jan
1048,,3316.9,16.85,Smartwatch,,
1049,196567.16,1723.29,-15.38,Mouse,South,June
1050,96304.38,1195.42,13.24,Printer,,jul
1051,68138.85,3483.08,38.33,Laptop,,June
1052,94755.29,2168.55,-19.95,Mouse,West ,Jan
1053,68735.98,466.64,-2.08,Keyboard,north ,MAR
1054,24899.64,2695.97,-6.45,Keyboard,,May
1055,157414.27,3682.93,1.18,Camera,,jul
1056,-32387.99,597.82,30.06,Mouse,east,Aug
1057,72381.81,1545.29,,Mouse,West ,Aug
1058,17030.67,3470.91,15.62,Tablet,South,NOV
1059,147919.12,2406.73,12.87,Mobile, SOUTH,Oct
1060,143351.41,3922.86,36.84,Keyboard,South,Aug
1061,102832.22,4907.68,12.29,Mobile,West ,apr
1062,59499.08,2680.05,0.86,Laptop,east,June
